Day,Len,State,EV,Dem,GOP,Ind,Date,,,,,,,,Pollster
190.5,4,Nevada,6,45,41,05,Jul 10,,,,,,,,Monmouth U.-4
137.0,31,Nevada,6,44,40,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Nevada,6,44,42,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Nevada,6,52,46,,Jan 01,,,,,,,,Election 2012-1
285.0,3,New Hampshire,4,41,38,11,Oct 12,,,,,,,,MassINC-3
283.0,5,New Hampshire,4,45,39,09,Oct 11,,,,,,,,UMass Lowell-5
278.0,3,New Hampshire,4,44,42,05,Oct 05,,,,,,,,Suffolk U.-3
272.0,3,New Hampshire,4,42,35,13,Sep 29,,,,,,,,MassINC-3
266.5,6,New Hampshire,4,46,42,06,Sep 25,,,,,,,,ARG-6
262.5,4,New Hampshire,4,47,38,10,Sep 20,,,,,,,,Monmouth U.-4
251.0,3,New Hampshire,4,39,37,15,Sep 08,,,,,,,,Marist Coll.-3
248.0,3,New Hampshire,4,42,37,14,Sep 05,,,,,,,,Emerson College-3
243.5,2,New Hampshire,4,46,41,,Aug 31,,,,,,,,PPP-2
240.0,3,New Hampshire,4,46,40,,Aug 28,,,,,,,,PPP-3
237.0,9,New Hampshire,4,43,32,12,Aug 28,,,,,,,,U. of New Hampshire-9
233.5,24,New Hampshire,4,40,34,14,Sep 01,,,,,,,,SurveyMonkey-24
224.0,3,New Hampshire,4,45,36,,Aug 12,,,,,,,,YouGov-3
219.0,3,New Hampshire,4,50,37,,Aug 07,,,,,,,,PPP-3
202.0,3,New Hampshire,4,39,48,,Jul 21,,,,,,,,Inside Sources-3
195.5,10,New Hampshire,4,37,37,10,Jul 18,,,,,,,,U. of New Hampshire-10
178.0,5,New Hampshire,4,47,42,,Jun 28,,,,,,,,ARG-5
174.5,2,New Hampshire,4,43,39,,Jun 23,,,,,,,,PPP-2
147.5,4,New Hampshire,4,44,44,,May 28,,,,,,,,Franklin Pierce U.-4
142.0,3,New Hampshire,4,41,43,,May 22,,,,,,,,PPP-3
137.0,31,New Hampshire,4,41,41,,May 31,,,,,,,,Morning Consult-31
134.5,4,New Hampshire,4,44,42,,May 15,,,,,,,,MassINC-4
114.0,3,New Hampshire,4,44,44,,Apr 24,,,,,,,,PPP-3
104.5,6,New Hampshire,4,34,30,,Apr 16,,,,,,,,Dartmouth Coll.-6
103.0,11,New Hampshire,4,50,31,,Apr 17,,,,,,,,U. of New Hampshire-11
 55.0,9,New Hampshire,4,47,39,,Feb 28,,,,,,,,U. of New Hampshire-9
 46.0,29,New Hampshire,4,43,39,,Feb 29,,,,,,,,Morning Consult-29
 37.0,3,New Hampshire,4,45,40,,Feb 07,,,,,,,,U. of Mass.-3
 15.5,6,New Hampshire,4,48,39,,Jan 18,,,,,,,,U. of New Hampshire-6
  5.0,3,New Hampshire,4,47,41,,Jan 06,,,,,,,,PPP-3
  4.5,6,New Hampshire,4,45,44,,Jan 07,,,,,,,,Marist coll.-6
  1.0,1,New Hampshire,4,52,46,,Jan 01,,,,,,,,Election 2012-1
269.5,8,New Jersey,14,46,40,,Sep 29,,,,,,,,Stockton Polling-8
252.0,5,New Jersey,14,50,29,06,Sep 10,,,,,,,,Rutgers-Eagleton-5
247.5,4,New Jersey,14,47,43,05,Sep 05,,,,,,,,Emerson College-4
233.5,24,New Jersey,14,49,34,08,Sep 01,,,,,,,,SurveyMonkey-24
176.0,5,New Jersey,14,44,32,09,Jun 26,,,,,,,,Fairleigh Dickinson U.-5
153.5,4,New Jersey,14,49,34,,Jun 03,,,,,,,,YouGov-4
146.0,5,New Jersey,14,37,31,05,May 27,,,,,,,,Monmouth U.-5
141.0,5,New Jersey,14,48,37,,May 22,,,,,,,,Fairleigh Dickinson U.-5
137.0,31,New Jersey,14,46,37,,May 31,,,,,,,,Morning Consult-31
134.0,7,New Jersey,14,45,38,,May 16,,,,,,,,Quinnipiac U.-7
 95.5,8,New Jersey,14,50,36,,Apr 08,,,,,,,,Rutgers-Eagleton-8
 46.0,29,New Jersey,14,44,40,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,New Jersey,14,58,41,,Jan 01,,,,,,,,Election 2012-1
274.0,5,New Mexico,5,46,33,14,Oct 02,,,,,,,,SurveyUSA-5
272.0,3,New Mexico,5,35,31,24,Sep 29,,,,,,,,Research and Polling-3
233.5,24,New Mexico,5,37,29,25,Sep 01,,,,,,,,SurveyMonkey-24
233.0,3,New Mexico,5,40,31,16,Aug 21,,,,,,,,PPP-3
137.0,31,New Mexico,5,43,40,,May 31,,,,,,,,Morning Consult-31
135.0,3,New Mexico,5,41,33,14,May 15,,,,,,,,PPP-3
 46.0,29,New Mexico,5,45,40,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,New Mexico,5,53,43,,Jan 01,,,,,,,,Election 2012-1
266.0,3,New York,29,52,31,07,Sep 23,,,,,,,,Marist Coll.-3
257.0,5,New York,29,51,30,08,Sep 15,,,,,,,,Siena Coll.-5
242.0,3,New York,29,52,34,08,Aug 30,,,,,,,,Emerson College-3
233.5,24,New York,29,51,31,08,Sep 01,,,,,,,,SurveyMonkey-24
221.5,4,New York,29,50,25,09,Aug 10,,,,,,,,Siena Coll.-4
219.0,5,New York,29,48,34,06,Aug 08,,,,,,,,Gravis-5
197.0,5,New York,29,45,33,06,Jul 17,,,,,,,,Quinnipiac U.-5
177.0,7,New York,29,54,31,,Jun 28,,,,,,,,Siena Coll.-7
145.0,5,New York,29,52,31,,May 26,,,,,,,,Siena Coll.-5
137.0,31,New York,29,51,34,,May 31,,,,,,,,Morning Consult-31
116.5,4,New York,29,56,30,,Apr 27,,,,,,,,Siena Coll.-4
107.5,2,New York,29,55,36,,Apr 17,,,,,,,,Emerson Coll.-2
 99.5,4,New York,29,55,35,,Apr 10,,,,,,,,PPP-4
 99.0,5,New York,29,61,32,,Apr 10,,,,,,,,Marist Coll.-5
 98.5,6,New York,29,51,35,,Apr 10,,,,,,,,Baruch coll.-6
 97.5,2,New York,29,54,36,,Apr 07,,,,,,,,Emerson Coll.-2
 96.5,4,New York,29,53,37,,Apr 07,,,,,,,,Anderson Robbins + Shaw-4
 85.5,8,New York,29,53,33,,Mar 29,,,,,,,,Quinnipiac U.-8
 75.0,3,New York,29,55,36,,Mar 16,,,,,,,,Emerson Coll.-3
 61.0,5,New York,29,57,34,,Mar 03,,,,,,,,Siena Coll.-5
 46.0,29,New York,29,53,34,,Feb 29,,,,,,,,Morning Consult-29
 32.5,4,New York,29,57,32,,Feb 03,,,,,,,,Siena Coll.-4
  1.0,1,New York,29,63,36,,Jan 01,,,,,,,,Election 2012-1
285.0,3,North Carolina,15,45,41,09,Oct 12,,,,,,,,Marist Coll.-3
285.0,3,North Carolina,15,45,43,05,Oct 12,,,,,,,,Suffolk U.-3
285.0,3,North Carolina,15,46,42,05,Oct 12,,,,,,,,Emerson Coll.-3
277.5,6,North Carolina,15,43,42,08,Oct 06,,,,,,,,High Point U.-6
275.0,5,North Carolina,15,46,44,05,Oct 03,,,,,,,,SurveyUSA-5
274.5,4,North Carolina,15,44,43,06,Oct 02,,,,,,,,Selzer-4
273.5,6,North Carolina,15,46,43,07,Oct 02,,,,,,,,Quinnipiac U.-6
272.5,4,North Carolina,15,45,39,09,Sep 30,,,,,,,,Elon U.-4
271.5,2,North Carolina,15,44,42,07,Sep 28,,,,,,,,PPP-2
264.0,5,North Carolina,15,38,35,06,Sep 22,,,,,,,,Meredith College-5
263.5,6,North Carolina,15,43,42,10,Sep 22,,,,,,,,High Point U.-6
263.0,3,North Carolina,15,40,45,06,Sep 20,,,,,,,,Fox News-3
263.0,3,North Carolina,15,43,45,06,Sep 20,,,,,,,,PPP-3
261.5,4,North Carolina,15,41,41,11,Sep 19,,,,,,,,Siena Coll.-4
258.0,5,North Carolina,15,43,44,06,Sep 16,,,,,,,,Elon U.-5
250.0,3,North Carolina,15,41,44,04,Sep 07,,,,,,,,Suffolk U.-3
246.5,10,North Carolina,15,42,38,15,Sep 07,,,,,,,,Quinnipiac U.-10
244.5,4,North Carolina,15,46,42,04,Sep 02,,,,,,,,YouGov-4
241.0,3,North Carolina,15,43,45,08,Aug 29,,,,,,,,Emerson College-3
239.5,2,North Carolina,15,45,44,,Aug 27,,,,,,,,PPP-2
234.5,4,North Carolina,15,44,42,07,Aug 23,,,,,,,,Monmouth U.-4
233.5,6,North Carolina,15,45,45,09,Aug 23,,,,,,,,Opinion Research-6
233.5,24,North Carolina,15,40,41,10,Sep 01,,,,,,,,SurveyMonkey-24
229.0,3,North Carolina,15,38,39,10,Aug 17,,,,,,,,Gravis-3
220.0,7,North Carolina,15,45,36,09,Aug 10,,,,,,,,Marist Coll.-7
219.0,3,North Carolina,15,43,41,07,Aug 07,,,,,,,,PPP-3
214.0,3,North Carolina,15,42,46,06,Aug 02,,,,,,,,SurveyUSA-3
190.0,7,North Carolina,15,42,36,07,Jul 11,,,,,,,,Marist Coll.-7
174.5,4,North Carolina,15,44,42,02,Jun 24,,,,,,,,YouGov-4
172.5,2,North Carolina,15,43,43,04,Jun 21,,,,,,,,PPP-2
142.0,3,North Carolina,15,41,43,03,May 22,,,,,,,,PPP-3
137.0,31,North Carolina,15,40,43,,May 31,,,,,,,,Morning Consult-31
103.5,6,North Carolina,15,45,39,,Apr 15,,,,,,,,Elon U.-6
 79.0,3,North Carolina,15,44,42,,Mar 20,,,,,,,,PPP-3
 69.5,2,North Carolina,15,42,49,,Mar 10,,,,,,,,SurveyUSA-2
 48.0,5,North Carolina,15,47,41,,Feb 19,,,,,,,,Elon U.-5
 46.0,3,North Carolina,15,43,44,,Feb 16,,,,,,,,PPP-3
 46.0,3,North Carolina,15,43,45,,Feb 16,,,,,,,,SurveyUSA-3
 46.0,29,North Carolina,15,38,47,,Feb 29,,,,,,,,Morning Consult-29
 18.5,2,North Carolina,15,43,45,,Jan 19,,,,,,,,PPP-2
  1.0,1,North Carolina,15,48,51,,Jan 01,,,,,,,,Election 2012-1
258.5,6,North Dakota,3,32,43,08,Sep 17,,,,,,,,DFM Research-6
233.5,24,North Dakota,3,26,51,16,Sep 01,,,,,,,,SurveyMonkey-24
137.0,31,North Dakota,3,36,44,,May 31,,,,,,,,Morning Consult-31
 46.0,29,North Dakota,3,35,46,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,North Dakota,3,39,59,,Jan 01,,,,,,,,Election 2012-1
285.0,3,Ohio,18,41,42,09,Oct 12,,,,,,,,Marist Coll.-3
285.0,3,Ohio,18,45,43,07,Oct 12,,,,,,,,Emerson Coll.-3
284.0,3,Ohio,18,43,34,10,Oct 11,,,,,,,,Baldwin Wallace U.-3
280.0,3,Ohio,18,46,42,05,Oct 07,,,,,,,,YouGov-3
279.5,2,Ohio,18,44,43,05,Oct 06,,,,,,,,PPP-2
278.5,4,Ohio,18,43,40,08,Oct 06,,,,,,,,TargetSmart/William + Mary-4
276.5,4,Ohio,18,44,42,05,Oct 04,,,,,,,,Monmouth U.-4
273.5,6,Ohio,18,42,47,06,Oct 02,,,,,,,,Quinnipiac U.-6
263.0,3,Ohio,18,37,42,06,Sep 20,,,,,,,,Fox News-3
262.5,8,Ohio,18,40,37,08,Sep 22,,,,,,,,TargetSmart-8
257.0,3,Ohio,18,39,42,04,Sep 14,,,,,,,,Suffolk U.-3
254.5,4,Ohio,18,39,44,10,Sep 12,,,,,,,,Selzer-4
253.5,6,Ohio,18,41,46,08,Sep 12,,,,,,,,Opinion Research-6
252.0,3,Ohio,18,46,39,07,Sep 09,,,,,,,,YouGov-3
246.5,10,Ohio,18,37,41,14,Sep 07,,,,,,,,Quinnipiac U.-10
239.5,2,Ohio,18,46,42,,Aug 27,,,,,,,,PPP-2
239.0,3,Ohio,18,43,43,10,Aug 27,,,,,,,,Emerson Coll.-3
233.5,24,Ohio,18,37,40,13,Sep 01,,,,,,,,SurveyMonkey-24
232.5,4,Ohio,18,43,39,10,Aug 21,,,,,,,,Monmouth U.-4
231.0,3,Ohio,18,46,40,06,Aug 19,,,,,,,,YouGov-3
218.0,5,Ohio,18,39,35,12,Aug 07,,,,,,,,Marist Coll.-5
216.0,9,Ohio,18,44,42,08,Aug 07,,,,,,,,Quinnipiac U.-9
205.0,3,Ohio,18,39,42,06,Jul 24,,,,,,,,PPP-3
201.0,3,Ohio,18,43,39,05,Jul 20,,,,,,,,Suffolk U.-3
196.0,3,Ohio,18,44,40,05,Jul 15,,,,,,,,YouGov-3
189.5,6,Ohio,18,38,35,09,Jul 10,,,,,,,,Marist Coll.-6
187.5,12,Ohio,18,36,37,07,Jul 11,,,,,,,,Quinnipiac U.-12
177.0,7,Ohio,18,41,38,09,Jun 28,,,,,,,,RABA Research-7
174.5,2,Ohio,18,44,40,,Jun 23,,,,,,,,PPP-2
165.5,12,Ohio,18,38,36,08,Jun 19,,,,,,,,Quinnipiac U.-12
138.5,4,Ohio,18,44,39,,May 19,,,,,,,,YouGov-4
137.0,31,Ohio,18,41,42,,May 31,,,,,,,,Morning Consult-31
123.5,12,Ohio,18,43,39,,May 08,,,,,,,,Quinnipiac U.-12
117.5,2,Ohio,18,45,42,,Apr 27,,,,,,,,PPP-2
 67.0,7,Ohio,18,48,42,,Mar 10,,,,,,,,Marist Coll.-7
 64.0,5,Ohio,18,50,43,,Mar 06,,,,,,,,Opinion Research-5
 63.5,2,Ohio,18,45,40,,Mar 04,,,,,,,,PPP-2
 49.0,5,Ohio,18,42,44,,Feb 20,,,,,,,,Quinnipiac U.-5
 46.0,29,Ohio,18,42,40,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Ohio,18,50,48,,Jan 01,,,,,,,,Election 2012-1
258.0,3,Oklahoma,7,36,51,06,Sep 15,,,,,,,,Sooner Poll-3
233.5,24,Oklahoma,7,26,49,13,Sep 01,,,,,,,,SurveyMonkey-24
204.5,6,Oklahoma,7,29,53,,Jul 25,,,,,,,,Sooner Poll-6
137.0,31,Oklahoma,7,34,48,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Oklahoma,7,34,48,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Oklahoma,7,33,67,,Jan 01,,,,,,,,Election 2012-1
285.0,3,Oregon,7,48,38,06,Oct 12,,,,,,,,SurveyUSA-3
247.5,6,Oregon,7,38,25,10,Sep 06,,,,,,,,DHM Research-6
233.5,24,Oregon,7,47,32,11,Sep 01,,,,,,,,SurveyMonkey-24
177.0,5,Oregon,7,45,32,,Jun 27,,,,,,,,iCitizen-5
137.0,31,Oregon,7,45,36,,May 31,,,,,,,,Morning Consult-31
128.5,4,Oregon,7,43,32,,May 09,,,,,,,,Anderson Robbins + Shaw-4
 46.0,29,Oregon,7,45,38,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Oregon,7,54,43,,Jan 01,,,,,,,,Election 2012-1
283.0,5,Pennsylvania,20,48,39,06,Oct 11,,,,,,,,Selzer-5
280.0,3,Pennsylvania,20,48,40,04,Oct 07,,,,,,,,YouGov-3
278.5,4,Pennsylvania,20,49,37,06,Oct 06,,,,,,,,Marist Coll.-4
275.5,4,Pennsylvania,20,50,40,05,Oct 03,,,,,,,,Monmouth U.-4
274.0,5,Pennsylvania,20,47,38,05,Oct 02,,,,,,,,Franklin+Marshall Coll.-5
273.5,6,Pennsylvania,20,45,41,05,Oct 02,,,,,,,,Quinnipiac U.-6
271.5,2,Pennsylvania,20,45,39,06,Sep 28,,,,,,,,PPP-2
266.5,6,Pennsylvania,20,45,44,08,Sep 25,,,,,,,,Opinion Research-6
265.0,5,Pennsylvania,20,40,38,08,Sep 23,,,,,,,,Muhlenberg Coll.-5
261.5,12,Pennsylvania,20,42,41,04,Sep 23,,,,,,,,Mercyhurst U.-12
258.0,5,Pennsylvania,20,40,32,14,Sep 16,,,,,,,,Muhlenberg Coll.-5
246.5,10,Pennsylvania,20,44,39,09,Sep 07,,,,,,,,Quinnipiac U.-10
244.5,4,Pennsylvania,20,45,37,06,Sep 02,,,,,,,,YouGov-4
243.5,2,Pennsylvania,20,47,42,,Aug 31,,,,,,,,PPP-2
240.5,4,Pennsylvania,20,48,40,06,Aug 29,,,,,,,,Monmouth U.-4
240.0,5,Pennsylvania,20,41,38,07,Aug 29,,,,,,,,Franklin+Marshall Coll.-5
239.5,2,Pennsylvania,20,48,43,,Aug 27,,,,,,,,PPP-2
239.5,4,Pennsylvania,20,46,43,07,Aug 28,,,,,,,,Emerson Coll.-4
233.5,24,Pennsylvania,20,41,38,12,Sep 01,,,,,,,,SurveyMonkey-24
218.0,5,Pennsylvania,20,45,36,09,Aug 07,,,,,,,,Marist Coll.-5
216.0,9,Pennsylvania,20,48,39,07,Aug 07,,,,,,,,Quinnipiac U.-9
212.5,4,Pennsylvania,20,49,38,06,Aug 01,,,,,,,,Franklin+Marshall Coll.-4
212.0,3,Pennsylvania,20,45,42,04,Jul 31,,,,,,,,PPP-3
208.0,3,Pennsylvania,20,46,37,05,Jul 27,,,,,,,,Suffolk U.-3
189.5,6,Pennsylvania,20,43,35,08,Jul 10,,,,,,,,Marist Coll.-6
187.5,12,Pennsylvania,20,34,40,09,Jul 11,,,,,,,,Quinnipiac U.-12
174.5,2,Pennsylvania,20,46,42,,Jun 23,,,,,,,,PPP-2
165.5,12,Pennsylvania,20,39,36,09,Jun 19,,,,,,,,Quinnipiac U.-12
156.0,3,Pennsylvania,20,41,40,06,Jun 05,,,,,,,,PPP-3
137.0,31,Pennsylvania,20,43,42,,May 31,,,,,,,,Morning Consult-31
123.5,12,Pennsylvania,20,43,42,,May 08,,,,,,,,Quinnipiac U.-12
110.0,3,Pennsylvania,20,54,39,,Apr 20,,,,,,,,Marist Coll.-3
 96.5,4,Pennsylvania,20,44,44,,Apr 07,,,,,,,,Anderson Robbins + Shaw-4
 92.5,6,Pennsylvania,20,45,42,,Apr 04,,,,,,,,Quinnipiac U.-6
 77.0,7,Pennsylvania,20,46,33,,Mar 20,,,,,,,,Franklin+Marshall Coll.-7
 66.0,11,Pennsylvania,20,43,35,,Mar 11,,,,,,,,Mercyhurst U.-11
 46.0,29,Pennsylvania,20,43,42,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Pennsylvania,20,52,47,,Jan 01,,,,,,,,Election 2012-1
277.0,3,Rhode Island,4,52,32,05,Oct 04,,,,,,,,Emerson Coll.-3
247.5,4,Rhode Island,4,44,41,08,Sep 05,,,,,,,,Emerson College-4
233.5,24,Rhode Island,4,41,33,15,Sep 01,,,,,,,,SurveyMonkey-24
137.0,31,Rhode Island,4,47,36,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Rhode Island,4,49,36,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Rhode Island,4,63,36,,Jan 01,,,,,,,,Election 2012-1
266.0,9,South Carolina,9,38,42,06,Sep 26,,,,,,,,Winthrop U.-9
253.0,7,South Carolina,9,38,53,03,Sep 12,,,,,,,,Trafalgar Group-7
233.5,24,South Carolina,9,38,45,10,Sep 01,,,,,,,,SurveyMonkey-24
229.0,3,South Carolina,9,37,41,07,Aug 17,,,,,,,,Gravis-3
222.5,2,South Carolina,9,39,41,05,Aug 10,,,,,,,,PPP-2
137.0,31,South Carolina,9,37,46,,May 31,,,,,,,,Morning Consult-31
 46.0,29,South Carolina,9,36,47,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,South Carolina,9,44,55,,Jan 01,,,,,,,,Election 2012-1
233.5,24,South Dakota,3,29,43,19,Sep 01,,,,,,,,SurveyMonkey-24
137.0,31,South Dakota,3,32,47,,May 31,,,,,,,,Morning Consult-31
 46.0,29,South Dakota,3,38,45,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,South Dakota,3,40,58,,Jan 01,,,,,,,,Election 2012-1
274.0,5,Tennessee,11,36,48,04,Oct 02,,,,,,,,Middle Tenn. State U.-5
269.5,14,Tennessee,11,33,44,07,Oct 02,,,,,,,,Princeton Survey-14
233.5,24,Tennessee,11,31,51,10,Sep 01,,,,,,,,SurveyMonkey-24
211.0,5,Tennessee,11,30,47,07,Jul 31,,,,,,,,iCitizen-5
137.0,31,Tennessee,11,33,49,,May 31,,,,,,,,Morning Consult-31
124.0,17,Tennessee,11,35,44,,May 11,,,,,,,,Princeton Survey-17
 46.0,29,Tennessee,11,34,50,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Tennessee,11,39,60,,Jan 01,,,,,,,,Election 2012-1
285.0,3,Texas,38,43,47,03,Oct 12,,,,,,,,SurveyUSA-3
252.5,4,Texas,38,36,42,10,Sep 10,,,,,,,,Emerson Coll.-4
250.0,11,Texas,38,32,39,09,Sep 11,,,,,,,,Texas Lyceum-11
233.5,24,Texas,38,40,40,11,Sep 01,,,,,,,,SurveyMonkey-24
226.0,3,Texas,38,38,44,06,Aug 14,,,,,,,,PPP-3
221.5,2,Texas,38,35,46,,Aug 09,,,,,,,,Dixie Strategies-2
167.0,11,Texas,38,32,39,07,Jun 20,,,,,,,,U. of Texas-11
166.5,10,Texas,38,33,41,,Jun 19,,,,,,,,YouGov-10
137.0,31,Texas,38,38,44,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Texas,38,39,44,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Texas,38,41,57,,Jan 01,,,,,,,,Election 2012-1
287.0,3,Utah,6,20,37,07,Oct 14,,,,,,,,YouGov-3
285.0,3,Utah,6,28,34,09,Oct 12,,,,,,,,Monmouth U.-3
249.0,9,Utah,6,24,39,13,Sep 09,,,,,,,,Dan Jones-9
233.5,24,Utah,6,27,34,23,Sep 01,,,,,,,,SurveyMonkey-24
233.0,3,Utah,6,24,39,12,Aug 21,,,,,,,,PPP-3
208.5,18,Utah,6,25,37,16,Aug 04,,,,,,,,Dan Jones-18
164.5,10,Utah,6,27,36,10,Jun 17,,,,,,,,Dan Jones-10
157.0,7,Utah,6,35,35,13,Jun 08,,,,,,,,SurveyUSA-7
152.5,2,Utah,6,26,29,16,Jun 01,,,,,,,,Gravis-2
137.0,31,Utah,6,33,45,,May 31,,,,,,,,Morning Consult-31
127.0,9,Utah,6,30,43,,May 10,,,,,,,,Dan Jones-9
 71.5,8,Utah,6,38,36,,Mar 15,,,,,,,,Dan Jones-8
 46.0,29,Utah,6,31,46,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Utah,6,25,73,,Jan 01,,,,,,,,Election 2012-1
247.5,4,Vermont,3,47,26,13,Sep 05,,,,,,,,Emerson College-4
233.5,24,Vermont,3,45,24,11,Sep 01,,,,,,,,SurveyMonkey-24
199.0,13,Vermont,3,39,17,05,Jul 23,,,,,,,,Castleton State Coll.-13
137.0,31,Vermont,3,49,32,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Vermont,3,55,31,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Vermont,3,67,31,,Jan 01,,,,,,,,Election 2012-1
286.5,4,Virginia,13,44,29,11,Oct 14,,,,,,,,Christopher Newport U.-4
285.0,3,Virginia,13,46,43,06,Oct 12,,,,,,,,Emerson Coll.-3
278.0,5,Virginia,13,45,36,07,Oct 06,,,,,,,,Roanoke Coll.-5
274.0,5,Virginia,13,46,34,,Oct 02,,,,,,,,Hampton University-5
272.5,4,Virginia,13,42,35,12,Sep 30,,,,,,,,Christopher Newport U.-4
271.5,2,Virginia,13,46,40,07,Sep 28,,,,,,,,PPP-2
266.0,3,Virginia,13,45,37,07,Sep 23,,,,,,,,YouGov-3
263.0,9,Virginia,13,39,33,15,Sep 23,,,,,,,,Christopher Newport U.-9
261.0,9,Virginia,13,45,39,08,Sep 21,,,,,,,,Quinnipiac U.-9
259.5,10,Virginia,13,44,37,08,Sep 20,,,,,,,,Roanoke Coll.-10
254.0,3,Virginia,13,45,39,06,Sep 11,,,,,,,,PPP-3
253.0,7,Virginia,13,40,37,08,Sep 12,,,,,,,,U. of Mary Washington-7
244.0,3,Virginia,13,44,43,11,Sep 01,,,,,,,,Emerson College-3
239.0,5,Virginia,13,43,41,,Aug 28,,,,,,,,Hampton University-5
233.5,24,Virginia,13,43,36,13,Sep 01,,,,,,,,SurveyMonkey-24
225.5,4,Virginia,13,46,39,09,Aug 14,,,,,,,,Washington Post-4
225.5,8,Virginia,13,45,34,11,Aug 16,,,,,,,,Quinnipiac U.-8
225.0,11,Virginia,13,48,32,08,Aug 17,,,,,,,,Roanoke Coll.-11
220.0,7,Virginia,13,43,31,12,Aug 10,,,,,,,,Marist Coll.-7
216.5,4,Virginia,13,49,37,07,Aug 05,,,,,,,,YouGov-4
208.5,2,Virginia,13,42,46,07,Jul 27,,,,,,,,RABA Research-2
192.5,4,Virginia,13,39,34,10,Jul 12,,,,,,,,Anderson Robbins + Shaw-4
190.0,5,Virginia,13,39,39,,Jul 10,,,,,,,,Hampton U.-5
190.0,7,Virginia,13,41,34,10,Jul 11,,,,,,,,Marist Coll.-7
166.0,3,Virginia,13,42,39,06,Jun 15,,,,,,,,PPP-3
145.0,1,Virginia,13,44,38,06,May 24,,,,,,,,Gravis-1
137.0,31,Virginia,13,44,39,,May 31,,,,,,,,Morning Consult-31
134.0,9,Virginia,13,38,38,,May 17,,,,,,,,Roanoke Coll.-9
 88.5,12,Virginia,13,44,35,,Apr 03,,,,,,,,Christopher Newport U.-12
 46.0,29,Virginia,13,45,40,,Feb 29,,,,,,,,Morning Consult-29
 22.0,9,Virginia,13,52,35,,Jan 26,,,,,,,,Roanoke Coll.-9
  1.0,1,Virginia,13,51,48,,Jan 01,,,,,,,,Election 2012-1
275.0,5,Washington,12,47,31,10,Oct 03,,,,,,,,Strategies 360-5
269.5,2,Washington,12,44,38,07,Sep 26,,,,,,,,Emerson Coll.-2
233.5,24,Washington,12,41,31,16,Sep 01,,,,,,,,SurveyMonkey-24
224.0,5,Washington,12,43,24,07,Aug 13,,,,,,,,Elway Poll-5
166.5,2,Washington,12,49,37,,Jun 15,,,,,,,,PPP-2
137.0,31,Washington,12,48,34,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Washington,12,48,34,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Washington,12,56,42,,Jan 01,,,,,,,,Election 2012-1
233.5,24,West Virginia,5,27,52,12,Sep 01,,,,,,,,SurveyMonkey-24
231.5,20,West Virginia,5,31,49,10,Aug 28,,,,,,,,R.L. Repass-20
137.0,31,West Virginia,5,28,56,,May 31,,,,,,,,Morning Consult-31
 46.0,29,West Virginia,5,29,54,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,West Virginia,5,36,62,,Jan 01,,,,,,,,Election 2012-1
281.5,4,Wisconsin,10,44,37,09,Oct 09,,,,,,,,Marquette Law School-4
280.0,3,Wisconsin,10,43,39,04,Oct 07,,,,,,,,YouGov-3
278.5,2,Wisconsin,10,43,35,08,Oct 05,,,,,,,,Loras Coll.-2
263.5,2,Wisconsin,10,45,38,11,Sep 20,,,,,,,,Emerson Coll.-2
260.5,4,Wisconsin,10,41,38,11,Sep 18,,,,,,,,Marquette Law School-4
241.5,4,Wisconsin,10,43,38,07,Aug 30,,,,,,,,Monmouth U.-4
239.5,2,Wisconsin,10,48,41,,Aug 27,,,,,,,,PPP-2
239.5,4,Wisconsin,10,41,38,10,Aug 28,,,,,,,,Marquette Law School-4
233.5,24,Wisconsin,10,39,37,13,Sep 01,,,,,,,,SurveyMonkey-24
218.5,4,Wisconsin,10,42,33,10,Aug 07,,,,,,,,Marquette Law School-4
190.5,4,Wisconsin,10,43,37,08,Jul 10,,,,,,,,Marquette Law School-4
174.5,2,Wisconsin,10,47,39,,Jun 23,,,,,,,,PPP-2
174.5,4,Wisconsin,10,41,36,,Jun 24,,,,,,,,YouGov-4
162.5,4,Wisconsin,10,46,37,,Jun 12,,,,,,,,PPP-4
